kernel size, channel number, merge channels, task, curriculum loss, curriculum seq, curriculum virtual, EarlyStopping Epoch, Best Validaction Acc, Best Validation Pred Time, Best Validation Loss, Test Acc, Test Robust Pred Time, Test Pred Time, Test Total Loss, Test Classification Loss, Test Regression Loss, AUC, Max Youden Index, Precision, Recall, F1,
3,16, True,1, False, False, False,2,0,0,9.54,0,0,0,9.54,0,9.54,0,0,0,0,0,
3,16, True,0, False, False, False,8,0.778545673076923,3.64980392156863, tensor(0.5083),0.822458791208791,3.779,4.63366666666667, tensor(0.4355), tensor(0.4355),0,0.887214796732095,0.639813700329858,0.895964260764741,0.815705128205128,0.853953043623871,
3,16, True,2, False, False, False,5,0.751702724358974,3.45057915057915, tensor(1.1534),0.805503090659341,3.62546063651591,4.57420435510888, tensor(1.0823), tensor(0.4489),0.633468284489118,0.868930429836906,0.610012304510763,0.881873638590712,0.79622471331014,0.83686344637343,
3,16, True,2, False, True, False,6,0.764372996794872,3.83764705882353, tensor(1.1770),0.822029532967033,3.9909243697479,4.82823529411765, tensor(1.0970), tensor(0.4424),0.654613282719647,0.877952812089451,0.625846427839008,0.853377555203629,0.861344537815126,0.857342538317237,
3,16, True,2, True, False, False,6,0.772986778846154,3.99333333333333, tensor(1.1573),0.819239354395604,4.08941176470588,4.80840336134454, tensor(1.0269), tensor(0.4278),0.599136138653559,0.879789317723869,0.634246819796893,0.844093091392889,0.864188752424047,0.854022722562809,
3,16, True,2, True, True, False,11,0.785106169871795,3.71550387596899, tensor(1.1063),0.836195054945055,3.9142378559464,4.78961474036851, tensor(1.0090), tensor(0.4096),0.599416184108107,0.894381918599351,0.658495643911933,0.884227989488343,0.848666408967917,0.866082310862677,
3,16, True,2, True, True, False,8,0.843921703296703,4.00067567567568, tensor(0.9705),0.812560096153846,3.98581560283688,4.79243498817967, tensor(1.0837), tensor(0.4481),0.635573626249623,0.876603688143671,0.613703783405206,0.846873385745725,0.851336606655756,0.849099131101318,0.797228716398013
3,16, True,1, False, True, False,6,0,0,9.54,0,0,0,9.54,0,9.54,0,0,0,0,0,
3,16, True,0, True, True, False,7,0.829026442307692,3.98030050083472, tensor(0.4166),0.790384615384615,3.76941176470588,4.87764705882353, tensor(0.5032), tensor(0.5032),0,0.846241468416203,0.561357868785245,0.802226454941476,0.868868778280543,0.834218787717319,
